perfect,target
,党委副书记
1,党委书记
1,党支部书记
1,党委书记
1,党委书记
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,党校大学学历
,省委党校大学学历
,县委办公室干部
,党委副书记
,县委副书记
,党组成员
1,中共党员
1,中共党员
1,中共党员
,团委副书记
,纪委副书记
1,党支部书记
1,纪委书记
1,党委委员
1,党委委员
1,党委书记
1,党委书记
1,党支部书记
1,党委书记
,党总支部书记
1,支部书记
,党总支部书记
1,支部书记
,党总支部书记
1,支部书记
1,中共党员
1,中共党员
1,中共党员
1,党总支委员
1,党委委员
,党委副书记
1,党委书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,党支部书记
,党委办主任
1,党支部书记
1,中共党员
1,党支部书记
1,党支部书记
,纪委副书记
1,党委委员
1,党总支书记
1,中共党员
1,党支部书记
1,中共党员
1,党委书记
1,中共党员
,纪委第三纪检监察室科员
1,党委委员
1,纪委书记
,纪委办公厅信息处处长
,纪委宣传教育室副主任
,纪委宣传部副部长
,纪委办公厅副主任
,纪委监委办公厅副主任
1,中共党员
1,党委委员
1,党委书记
1,中共党员
,党委副书记
1,纪委书记
1,党委委员
1,党委书记
1,中共党员
1,团委干事
,党委副书记
1,党委常委
,党委副书记
1,纪委书记
,党组成员
,党委副书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,党委委员
1,中共党员
,区委办公室干部
1,纪委书记
,中共长沙市委办公厅综合调研室干部
,市委办公厅综合调研室干部
,中共长沙市委组织部研究室主任
,市委组织部研究室主任
1,中共党员
1,中共党员
1,党校研究生
1,党支部委员
1,党委书记
1,中共党员
1,市委常委
1,团委书记
,党委副书记
1,中共党员
1,纪委委员
1,中共党员
1,党支部书记
1,党支部书记
1,中共党员
1,支部书记
1,支部书记
1,中共党员
1,党委委员
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
,县委办公室副主任
,市委办公厅副主任
,区委副书记
1,党工委书记
,区委副书记
1,党校校长
,区委党校校长
1,党委书记
1,党委书记
1,中共党员
1,党支部书记
1,党支部书记
1,党委书记
1,党组秘书
1,党支部书记
,纪委副书记
1,中共党员
,党支部副书记
1,党支部书记
1,党委委员
1,党委书记
1,纪委书记
1,党委书记
1,中共党员
1,党支部书记
1,党支部书记
1,中共党员
1,党委委员
1,中共党员
1,党支部书记
1,中共党员
,党委副书记
1,党委常委
1,纪委书记
1,中共党员
,党组成员
1,党组书记
1,党委书记
,纪委监察处副处级纪检监察员
,纪委案件检查室主任
1,中共党员
1,中共党员
,党委副书记
1,党委委员
1,中共党员
1,党总支书记
,党委办公室主任
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
,纪委调研法规室副主任
,纪委办公厅副主任
,党组成员
1,纪委书记
,党委副书记
1,党办秘书
1,团委书记
,省委企业工委副处级干部
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,党委委员
1,党总支委员
1,党委书记
1,党委委员
1,党支部书记
,团委副书记
,纪委副书记
,党委副书记
1,纪委书记
,党委副书记
1,党委委员
,团委副书记
,党委办公室秘书
,党委副书记
,党委副书记
1,党委书记
1,党支部书记
1,党委委员
,党支部副书记
1,纪委书记
1,中共党员
1,党委常委
1,党委委员
,中央党校一年制中青班(21期)学习
1,党委书记
1,党委委员
,党委副书记
1,党委委员
1,党委委员
1,党委委员
1,纪委委员
1,党委委员
1,共产党党员
1,党总支书记
1,中共党员
1,共产党党员
,党委办公室)副主任
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,共产党党员
1,党委委员
1,党委委员
1,党委委员
1,纪委委员
1,纪委委员
1,支部书记
,党办副主任
1,团委书记
,党委副书记
1,党委书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,党委委员
1,共产党党员
1,党总支书记
,党总支副书记
1,党支部书记
1,共产党党员
1,中共党员
1,共产党党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,纪委副书记
,党组织副书记
1,党委书记
,党委组织部HR专业总监
1,中共党员
1,中共党员
1,共产党党员
1,党委委员
1,党委委员
1,共产党党员
,党校大学学历
1,市委干部
1,县委干部
1,团委书记
1,党支部书记
1,党支部书记
1,党委委员
1,中共党员
1,中共党员
1,党委委员
,党委副书记
,中共中央党校经济管理专业
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,党委书记
,党委组织部部长
,党委宣传部部长
1,党委委员
1,中共党员
1,中共党员
1,共产党党员
1,共产党党员
1,党支部书记
1,中共党员
,党委副书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,共产党党员
,中央党校大学学历
1,党委委员
1,县委常委
1,县委常委
1,党工委书记
,县委副书记
,县委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委书记
1,党委书记
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,团委副书记
1,党总支书记
1,党委书记
1,党委委员
1,中共党员
1,中共党员
,县委宣传部射阳日报社副主任
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,纪委委员
1,纪委委员
1,党委委员
,党委副书记
1,纪委书记
1,中共党员
,党委副书记
1,纪委书记
1,党委委员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委书记
1,党委书记
,团委副书记
1,党委书记
1,党委委员
1,党委书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
,团委副书记
1,中共党员
1,中共党员
,纪委专职纪检员
,党总支副书记
1,党总支书记
1,中共党员
,省委宣传部处长
,党委副书记
,党总支副书记
,党委副书记
1,中共党员
,团委副书记
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,党组成员
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,团委书记
,党校代理副校长
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
,党委副书记
1,党委书记
1,党委委员
1,机关党委书记
1,党委委员
,党委副书记
1,党委委员
,党委副书记
1,党委委员
1,党委委员
1,纪委委员
1,中共党员
1,党委委员
1,中共党员
,党组成员
,党组成员
1,中共党员
,团委副书记
1,团委书记
1,中共党员
1,中共党员
,党群部副部长
1,中共党员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
,纪委监察局执法监察室(纠风室)干部
1,机关党委干部
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党总支委员
1,党委常委
,党委副书记
,市委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,团委书记
1,中共党员
1,中共党员
,党支部副书记
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,纪委书记
1,党委书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,党委书记
1,党委书记
1,中共党员
1,党委书记
1,党组书记
1,党委书记
1,党委书记
1,中共党员
1,党委委员
1,中共党员
1,团委书记
1,纪委书记
,党委宣传部副部长
1,中共党员
1,团委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
,毕业于中共
,毕业于中共党校
1,中共党员
,毕业于广西自治区党校
1,中共党员
1,中共党员
1,党支部书记
,党委副书记
1,党委书记
,党委任委员
1,中共党员
,党工部北京办主任
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,共产党党员
,党委副书记
1,纪委书记
1,纪委书记
,纪委副书记
1,纪委书记
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党支部书记
1,党支部书记
1,党委书记
,党委副书记
,党委副书记
1,党办主任
1,中共党员
1,中共党员
1,县委常委
,县委办主任
1,县委常委
,党组副书记
,县委副书记
1,党委书记
1,党委书记
1,中共党员
,中共中央党校(国家行政学院)高级经济师
1,中共党员
1,纪委书记
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,党委书记
1,党支部书记
1,党委书记
1,党委书记
1,党委书记
1,党委委员
,中共杭州市余杭区委常委
1,区委常委
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,中央党校毕业
1,中共党员
1,党务工作
1,党工部工作
1,中共党员
1,中共党员
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,党委常委
1,党委书记
1,党委书记
1,中共党员
1,党委书记
,党委副书记
,党委副书记
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,纪委书记
1,中共党员
,党组成员
1,中共党员
1,党委委员
1,党总支委员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
,党委副书记
1,市委书记
,中共杭州市委副秘书
,市委副秘书
,中共杭州市委宣传部副部长
,市委宣传部副部长
1,党委书记
1,市委委员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,共产党党员
1,中共党员
1,中共党员
,党委副书记
1,党组书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委办公室副主任
1,中共党员
1,中共党员
1,党委书记
1,党总支书记
1,中共党员
,党委副书记
1,团委书记
1,党委委员
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,党委书记
1,党委书记
,加入中国共产党
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,纪委委员
1,党支部书记
1,中共党员
1,党总支书记
,党委副书记
1,纪委书记
1,党支部书记
1,党总支书记
1,党支部书记
1,中共党员
1,党委委员
1,中共党员
1,纪委委员
1,中共党员
1,党总支书记
1,中共党员
,党委组织部)副部长
1,中共党员
1,中共党员
1,党委委员
1,县委常委
1,党委书记
1,纪委常委
,纪委副书记
1,中共党员
1,中共党员
1,中共党员
,省委组织部帮助工作
,市委组织部科员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,中共中央办公厅通信局秘书
,党委副书记
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,党政办主任
1,中共党员
1,中共党员
1,党委书记
1,纪委书记
1,党委书记
1,纪委书记
1,党委委员
1,中共党员
1,党委委员
1,市委常委
,党组副书记
1,党委书记
1,党委委员
1,党委书记
1,中共党员
,党委副书记
1,纪委书记
,党总支副书记
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,中共党员
,党组成员
,党组成员
1,中共党员
1,党委委员
1,党委书记
1,纪委书记
1,中共党员
1,纪委书记
,党委副书记
1,党委委员
1,中共党员
1,市委常委
1,市委常委
1,党委委员
1,纪委书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,党委书记
1,党支部书记
,党委副书记
1,中共党员
1,中共党员
1,市委书记
1,党委书记
1,纪委书记
1,中共党员
,党组成员
,党委副书记
1,党委书记
1,纪委书记
1,党委书记
1,党总支书记
1,中共党员
1,党委书记
1,党委书记
1,党支部书记
1,党委书记
,党群工作部
1,党委委员
1,党委委员
1,党委委员
,党委副书记
1,党委书记
1,党支部书记
1,党支部书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
,党校常务副校长
,党委副书记
1,纪委书记
,党组纪检组副组长
1,纪委委员
,党组纪检组副组长
1,党委书记
1,中共党员
1,党委书记
,党委副书记
1,党委委员
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,机关党委书记
1,党委书记
1,纪委书记
1,党委书记
1,党委常委
1,党总支书记
,党委副书记
1,党总支书记
,党委副书记
1,党委委员
